id_Condicoes;;id_Acidente;;condicao_metereologica;;sentido_via;;tipo_pista;;tracado_via;;fase_dia;
3239;,;3239;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3240;,;3240;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Amanhecer;"');"
3241;,;3241;,';Sol;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3242;,;3242;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3243;,;3243;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3244;,;3244;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3245;,;3245;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3246;,;3246;,';Vento;',';Decrescente;',';Dupla;',';Rotatória;',';Plena Noite;"');"
3247;,;3247;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3248;,;3248;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3249;,;3249;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3250;,;3250;,';Céu Claro;',';Crescente;',';Simples;',';Retorno Regulamentado;',';Pleno dia;"');"
3251;,;3251;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
3252;,;3252;,';Céu Claro;',';Decrescente;',';Dupla;',';Retorno Regulamentado;',';Pleno dia;"');"
3253;,;3253;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3254;,;3254;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3255;,;3255;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3256;,;3256;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Retorno Regulamentado;',';Plena Noite;"');"
3257;,;3257;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
3258;,;3258;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');"
3259;,;3259;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3260;,;3260;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3261;,;3261;,';Chuva;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3262;,;3262;,';Chuva;',';Crescente;',';Dupla;',';Não Informado;',';Plena Noite;"');"
3263;,;3263;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3264;,;3264;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3265;,;3265;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Amanhecer;"');"
3266;,;3266;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');"
3267;,;3267;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3268;,;3268;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3269;,;3269;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3270;,;3270;,';Chuva;',';Crescente;',';Simples;',';Interseção de vias;',';Amanhecer;"');"
3271;,;3271;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3272;,;3272;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3273;,;3273;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3274;,;3274;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3275;,;3275;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');"
3276;,;3276;,';Sol;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3277;,;3277;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3278;,;3278;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3279;,;3279;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
3280;,;3280;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');"
3281;,;3281;,';Chuva;',';Crescente;',';Dupla;',';Rotatória;',';Pleno dia;"');"
3282;,;3282;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Amanhecer;"');"
3283;,;3283;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
3284;,;3284;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
3285;,;3285;,';Nublado;',';Decrescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');"
3286;,;3286;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3287;,;3287;,';Céu Claro;',';Decrescente;',';Simples;',';Ponte;',';Pleno dia;"');"
3288;,;3288;,';Céu Claro;',';Decrescente;',';Múltipla;',';Rotatória;',';Pleno dia;"');"
3289;,;3289;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3290;,;3290;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3291;,;3291;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3292;,;3292;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3293;,;3293;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3294;,;3294;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3295;,;3295;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');"
3296;,;3296;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3297;,;3297;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3298;,;3298;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');"
3299;,;3299;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');"
3300;,;3300;,';Céu Claro;',';Decrescente;',';Simples;',';Túnel;',';Plena Noite;"');"
3301;,;3301;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Amanhecer;"');"
3302;,;3302;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');"
3303;,;3303;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3304;,;3304;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3305;,;3305;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
3306;,;3306;,';Sol;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3307;,;3307;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
3308;,;3308;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3309;,;3309;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3310;,;3310;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Amanhecer;"');"
3311;,;3311;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3312;,;3312;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3313;,;3313;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3314;,;3314;,';Céu Claro;',';Crescente;',';Simples;',';Retorno Regulamentado;',';Pleno dia;"');"
3315;,;3315;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
3316;,;3316;,';Céu Claro;',';Decrescente;',';Simples;',';Rotatória;',';Plena Noite;"');"
3317;,;3317;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
3318;,;3318;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3319;,;3319;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3320;,;3320;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3321;,;3321;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3322;,;3322;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3323;,;3323;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3324;,;3324;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3325;,;3325;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3326;,;3326;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
3327;,;3327;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
3328;,;3328;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3329;,;3329;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3330;,;3330;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
3331;,;3331;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3332;,;3332;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Anoitecer;"');"
3333;,;3333;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3334;,;3334;,';Céu Claro;',';Crescente;',';Dupla;',';Desvio Temporário;',';Plena Noite;"');"
3335;,;3335;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3336;,;3336;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3337;,;3337;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
3338;,;3338;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
3339;,;3339;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Anoitecer;"');"
3340;,;3340;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3341;,;3341;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');"
3342;,;3342;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3343;,;3343;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3344;,;3344;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3345;,;3345;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3346;,;3346;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3347;,;3347;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3348;,;3348;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3349;,;3349;,';Chuva;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
3350;,;3350;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3351;,;3351;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3352;,;3352;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3353;,;3353;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3354;,;3354;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3355;,;3355;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3356;,;3356;,';Chuva;',';Crescente;',';Múltipla;',';Reta;',';Anoitecer;"');"
3357;,;3357;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3358;,;3358;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3359;,;3359;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Anoitecer;"');"
3360;,;3360;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3361;,;3361;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3362;,;3362;,';Chuva;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
3363;,;3363;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3364;,;3364;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3365;,;3365;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3366;,;3366;,';Chuva;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
3367;,;3367;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3368;,;3368;,';Sol;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3369;,;3369;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
3370;,;3370;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
3371;,;3371;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Plena Noite;"');"
3372;,;3372;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3373;,;3373;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3374;,;3374;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3375;,;3375;,';Sol;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
3376;,;3376;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3377;,;3377;,';Céu Claro;',';Decrescente;',';Simples;',';Rotatória;',';Plena Noite;"');"
3378;,;3378;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');"
3379;,;3379;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3380;,;3380;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3381;,;3381;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3382;,;3382;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');"
3383;,;3383;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3384;,;3384;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3385;,;3385;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3386;,;3386;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3387;,;3387;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');"
3388;,;3388;,';Ignorado;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
3389;,;3389;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3390;,;3390;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3391;,;3391;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3392;,;3392;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3393;,;3393;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');"
3394;,;3394;,';Céu Claro;',';Crescente;',';Dupla;',';Desvio Temporário;',';Plena Noite;"');"
3395;,;3395;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
3396;,;3396;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3397;,;3397;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3398;,;3398;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
3399;,;3399;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3400;,;3400;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3401;,;3401;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
3402;,;3402;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3403;,;3403;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Amanhecer;"');"
3404;,;3404;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Amanhecer;"');"
3405;,;3405;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
3406;,;3406;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3407;,;3407;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3408;,;3408;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
3409;,;3409;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3410;,;3410;,';Céu Claro;',';Crescente;',';Múltipla;',';Interseção de vias;',';Amanhecer;"');"
3411;,;3411;,';Ignorado;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
3412;,;3412;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3413;,;3413;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3414;,;3414;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3415;,;3415;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3416;,;3416;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3417;,;3417;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3418;,;3418;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
3419;,;3419;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3420;,;3420;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3421;,;3421;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');"
3422;,;3422;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
3423;,;3423;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3424;,;3424;,';Sol;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3425;,;3425;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3426;,;3426;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3427;,;3427;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3428;,;3428;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3429;,;3429;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3430;,;3430;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3431;,;3431;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3432;,;3432;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Plena Noite;"');"
3433;,;3433;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3434;,;3434;,';Sol;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3435;,;3435;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3436;,;3436;,';Céu Claro;',';Decrescente;',';Múltipla;',';Interseção de vias;',';Pleno dia;"');"
3437;,;3437;,';Sol;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3438;,;3438;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3439;,;3439;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3440;,;3440;,';Nublado;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3441;,;3441;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3442;,;3442;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3443;,;3443;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3444;,;3444;,';Nublado;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');"
3445;,;3445;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');"
3446;,;3446;,';Sol;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
3447;,;3447;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3448;,;3448;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');"
3449;,;3449;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');"
3450;,;3450;,';Nublado;',';Crescente;',';Simples;',';Rotatória;',';Plena Noite;"');"
3451;,;3451;,';Chuva;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
3452;,;3452;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3453;,;3453;,';Chuva;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
3454;,;3454;,';Ignorado;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');"
3455;,;3455;,';Chuva;',';Decrescente;',';Dupla;',';Viaduto;',';Pleno dia;"');"
3456;,;3456;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
3457;,;3457;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3458;,;3458;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
3459;,;3459;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
3460;,;3460;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3461;,;3461;,';Chuva;',';Decrescente;',';Dupla;',';Desvio Temporário;',';Plena Noite;"');"
3462;,;3462;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3463;,;3463;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3464;,;3464;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3465;,;3465;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3466;,;3466;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3467;,;3467;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3468;,;3468;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Anoitecer;"');"
3469;,;3469;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3470;,;3470;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3471;,;3471;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3472;,;3472;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3473;,;3473;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
3474;,;3474;,';Céu Claro;',';Decrescente;',';Dupla;',';Desvio Temporário;',';Plena Noite;"');"
3475;,;3475;,';Chuva;',';Decrescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');"
3476;,;3476;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3477;,;3477;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3478;,;3478;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3479;,;3479;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3480;,;3480;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
3481;,;3481;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');"
3482;,;3482;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3483;,;3483;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
3484;,;3484;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');"
3485;,;3485;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');"
3486;,;3486;,';Nublado;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3487;,;3487;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3488;,;3488;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');"
3489;,;3489;,';Ignorado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3490;,;3490;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3491;,;3491;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
3492;,;3492;,';Sol;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3493;,;3493;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3494;,;3494;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');"
3495;,;3495;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3496;,;3496;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3497;,;3497;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');"
3498;,;3498;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3499;,;3499;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3500;,;3500;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3501;,;3501;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3502;,;3502;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Anoitecer;"');"
3503;,;3503;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3504;,;3504;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3505;,;3505;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Amanhecer;"');"
3506;,;3506;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');"
3507;,;3507;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3508;,;3508;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3509;,;3509;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3510;,;3510;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
3511;,;3511;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3512;,;3512;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3513;,;3513;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3514;,;3514;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
3515;,;3515;,';Ignorado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3516;,;3516;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
