id_Condicoes;;id_Acidente;;condicao_metereologica;;sentido_via;;tipo_pista;;tracado_via;;fase_dia;;;;;
272;,;272;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
273;,;273;,';Chuva;',';Decrescente;',';Múltipla;',';Interseção de vias;',';Plena Noite;"');";;;;
274;,;274;,';Chuva;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
275;,;275;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
276;,;276;,';Nublado;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
277;,;277;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
278;,;278;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
279;,;279;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
280;,;280;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
281;,;281;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
282;,;282;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
283;,;283;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
284;,;284;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
285;,;285;,';Céu Claro;',';Crescente;',';Múltipla;',';Não Informado;',';Pleno dia;"');";;;;
286;,;286;,';Chuva;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
287;,;287;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
288;,;288;,';Chuva;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
289;,;289;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
290;,;290;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
291;,;291;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
292;,;292;,';Nublado;',';Decrescente;',';Múltipla;',';Não Informado;',';Plena Noite;"');";;;;
293;,;293;,';Chuva;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
294;,;294;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
295;,;295;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
296;,;296;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
297;,;297;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
298;,;298;,';Nublado;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
299;,;299;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
300;,;300;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
301;,;301;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
302;,;302;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
303;,;303;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
304;,;304;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
305;,;305;,';Chuva;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
306;,;306;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
307;,;307;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
308;,;308;,';Nublado;',';Crescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');";;;;
309;,;309;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
310;,;310;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
311;,;311;,';Chuva;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
312;,;312;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
313;,;313;,';Nublado;',';Decrescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');";;;;
314;,;314;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
315;,;315;,';Nublado;',';Crescente;',';Dupla;',';Rotatória;',';Plena Noite;"');";;;;
316;,;316;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
317;,;317;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
318;,;318;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
319;,;319;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
320;,;320;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
321;,;321;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
322;,;322;,';Sol;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
323;,;323;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
324;,;324;,';Nublado;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
325;,;325;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
326;,;326;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Anoitecer;"');";;;;
327;,;327;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
328;,;328;,';Chuva;',';Decrescente;',';Simples;',';Desvio Temporário;',';Anoitecer;"');";;;;
329;,;329;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
330;,;330;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
331;,;331;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
332;,;332;,';Nublado;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
333;,;333;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
334;,;334;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
335;,;335;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
336;,;336;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
337;,;337;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
338;,;338;,';Chuva;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
339;,;339;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
340;,;340;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
341;,;341;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
342;,;342;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
343;,;343;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
344;,;344;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
345;,;345;,';Chuva;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
346;,;346;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
347;,;347;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
348;,;348;,';Chuva;',';Decrescente;',';Simples;',';Retorno Regulamentado;',';Pleno dia;"');";;;;
349;,;349;,';Céu Claro;',';Crescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');";;;;
350;,;350;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
351;,;351;,';Chuva;',';Decrescente;',';Dupla;',';Viaduto;',';Pleno dia;"');";;;;
352;,;352;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
353;,;353;,';Chuva;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
354;,;354;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
355;,;355;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
356;,;356;,';Nublado;',';Decrescente;',';Múltipla;',';Não Informado;',';Plena Noite;"');";;;;
357;,;357;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
358;,;358;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
359;,;359;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
360;,;360;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
361;,;361;,';Chuva;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
362;,;362;,';Sol;',';Crescente;',';Dupla;',';Viaduto;',';Pleno dia;"');";;;;
363;,;363;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
364;,;364;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
365;,;365;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
366;,;366;,';Nublado;',';Não Informado;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
367;,;367;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
368;,;368;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
369;,;369;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
370;,;370;,';Chuva;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
371;,;371;,';Chuva;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
372;,;372;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
373;,;373;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
374;,;374;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
375;,;375;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
376;,;376;,';Ignorado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
377;,;377;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
378;,;378;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
379;,;379;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
380;,;380;,';Nublado;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
381;,;381;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
382;,;382;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
383;,;383;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
384;,;384;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
385;,;385;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
386;,;386;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
387;,;387;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
388;,;388;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
389;,;389;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
390;,;390;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
391;,;391;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
392;,;392;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
393;,;393;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
394;,;394;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Não Informado;',';Anoitecer;"');";;;;
395;,;395;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
396;,;396;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
397;,;397;,';Chuva;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
398;,;398;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
399;,;399;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
400;,;400;,';Ignorado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
401;,;401;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
402;,;402;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
403;,;403;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
404;,;404;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
405;,;405;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
406;,;406;,';Nublado;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
407;,;407;,';Nublado;',';Decrescente;',';Múltipla;',';Curva;',';Pleno dia;"');";;;;
408;,;408;,';Chuva;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
409;,;409;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
410;,;410;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
411;,;411;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
412;,;412;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
413;,;413;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
414;,;414;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
415;,;415;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
416;,;416;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
417;,;417;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
418;,;418;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
419;,;419;,';Nublado;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
420;,;420;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
421;,;421;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
422;,;422;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
423;,;423;,';Nublado;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
424;,;424;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
425;,;425;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
426;,;426;,';Céu Claro;',';Crescente;',';Dupla;',';Desvio Temporário;',';Pleno dia;"');";;;;
427;,;427;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
428;,;428;,';Nublado;',';Crescente;',';Múltipla;',';Curva;',';Pleno dia;"');";;;;
429;,;429;,';Nublado;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
430;,;430;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
431;,;431;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
432;,;432;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
433;,;433;,';Chuva;',';Decrescente;',';Simples;',';Rotatória;',';Pleno dia;"');";;;;
434;,;434;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
435;,;435;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
436;,;436;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
437;,;437;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
438;,;438;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
439;,;439;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
440;,;440;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Amanhecer;"');";;;;
441;,;441;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
442;,;442;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
443;,;443;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
444;,;444;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
445;,;445;,';Chuva;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
446;,;446;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
447;,;447;,';Sol;',';Decrescente;',';Simples;',';Rotatória;',';Pleno dia;"');";;;;
448;,;448;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
449;,;449;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
450;,;450;,';Sol;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
451;,;451;,';Nevoeiro/Neblina;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
452;,;452;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
453;,;453;,';Nublado;',';Crescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
454;,;454;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
455;,;455;,';Nublado;',';Decrescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');";;;;
456;,;456;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
457;,;457;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');";;;;
458;,;458;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
459;,;459;,';Chuva;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
460;,;460;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
461;,;461;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
462;,;462;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
463;,;463;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
464;,;464;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
465;,;465;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
466;,;466;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
467;,;467;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
468;,;468;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
469;,;469;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
470;,;470;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Anoitecer;"');";;;;
471;,;471;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
472;,;472;,';Chuva;',';Decrescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
473;,;473;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
474;,;474;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
475;,;475;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
476;,;476;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
477;,;477;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
478;,;478;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
479;,;479;,';Céu Claro;',';Decrescente;',';Simples;',';Desvio Temporário;',';Amanhecer;"');";;;;
480;,;480;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Reta;',';Amanhecer;"');";;;;
481;,;481;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
482;,;482;,';Nublado;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
483;,;483;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
484;,;484;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
485;,;485;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
486;,;486;,';Céu Claro;',';Decrescente;',';Simples;',';Desvio Temporário;',';Anoitecer;"');";;;;
487;,;487;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
488;,;488;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
489;,;489;,';Céu Claro;',';Decrescente;',';Dupla;',';Desvio Temporário;',';Plena Noite;"');";;;;
490;,;490;,';Chuva;',';Decrescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
491;,;491;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
492;,;492;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Amanhecer;"');";;;;
493;,;493;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
494;,;494;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');";;;;
495;,;495;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
496;,;496;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
497;,;497;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
498;,;498;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
499;,;499;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Amanhecer;"');";;;;
500;,;500;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
501;,;501;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
502;,;502;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
503;,;503;,';Sol;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
504;,;504;,';Sol;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
505;,;505;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
506;,;506;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
507;,;507;,';Sol;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
508;,;508;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
509;,;509;,';Sol;',';Crescente;',';Múltipla;',';Curva;',';Pleno dia;"');";;;;
510;,;510;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
511;,;511;,';Chuva;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
512;,;512;,';Nublado;',';Decrescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');";;;;
513;,;513;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
514;,;514;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
515;,;515;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
516;,;516;,';Chuva;',';Crescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
517;,;517;,';Chuva;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
518;,;518;,';Nublado;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
519;,;519;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
520;,;520;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');";;;;
521;,;521;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
522;,;522;,';Sol;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
523;,;523;,';Chuva;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
524;,;524;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
525;,;525;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
526;,;526;,';Nublado;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
527;,;527;,';Céu Claro;',';Crescente;',';Dupla;',';Rotatória;',';Pleno dia;"');";;;;
528;,;528;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
